Sample,WT_injured_1,WT_injured_2,WT_injured_3,WT_injured_4,WT_injured_5,WT_injured_6,WT_healthy_1,WT_healthy_2,WT_healthy_3,WT_healthy_4,WT_healthy_5,Blank-1x
[TG(48:3)]_FA16:1,121090.1077,97162.94763,114175.7875,115194.5876,126902.7904,139254.3895,306611.1011,273838.8185,253683.178,255726.2576,162088.0713,35569.52261
[TG(52:3)]_FA16:1,341715.0848,212708.3798,161116.6902,208582.3348,410603.9067,370825.4058,800430.2734,531090.2808,681390.5444,489678.3558,408171.4706,40034.24268
FA(32:0),917314.9268,567132.5217,617052.4268,948916.6139,784618.2078,1085336.267,1537673.504,1853439.15,1259503.306,1829811.958,1120173.723,91830.766
LPG(20:3) | PG(20:3)_2,103872.367,89722.20609,72635.4444,128179.7876,104512.2869,125041.7489,393257.9669,152198.3107,216363.3359,225604.9116,119969.0283,42947.7634
LPI(20:0) | PI(20:0),81832.22577,279373.498,206095.8736,338637.4064,62315.10375,89745.32516,257083.6206,553872.6512,502592.8098,578640.5968,76653.26495,22518.12183
PE(20:4),65418.42365,126691.7087,94086.92688,115700.7477,59742.56427,77734.24453,254071.8782,181020.5941,119731.3094,184741.5923,137461.3711,47544.60318
PE(40:9),40985.14312,108237.8288,133421.6296,124528.0482,27080.18195,65063.28433,275977.6622,196484.2517,93561.80696,182946.752,161253.7719,30975.82233
PG(44:6),84171.96701,70287.96445,76654.40518,97516.44656,92713.38596,116223.1886,289947.1195,173574.8102,183298.9725,173580.7126,120660.7086,23947.52167
PG(44:8),83490.36652,68347.74524,75307.72559,87200.54611,81889.3667,113984.0077,251410.1002,164954.9521,187701.0151,176548.8526,112330.1078,26706.10187
PI(40:8),57774.06337,101159.5267,98614.54761,122853.9501,48836.82346,63240.52406,125078.8295,183767.1529,298146.3418,216048.0165,71727.56537,17246.20119
PI(44:8),27020.72182,43568.66309,44429.32321,53855.56345,20779.4416,28142.10242,59881.38393,93448.30713,107313.2675,106035.7069,30787.60255,9134.440639
PI(O-36:5) | PI(P-36:4),47445.18295,83884.18649,90651.70618,106296.848,22388.70135,45673.48363,50899.80336,171286.2324,190834.1532,189836.7936,54479.62326,16265.22121
PS(34:2),195241.8579,166308.0711,176946.892,212763.873,213210.4341,270266.5405,503469.8955,375312.6829,417083.8694,381890.2825,273196.8392,41762.02301
PS(O-30:1),338250.1043,209150.1539,321212.7587,396367.067,326990.8851,364332.2892,729647.6861,620159.5209,641686.1427,732090.7427,401983.5206,33959.28247
PS(O-36:4),147265.0686,143469.5507,134514.8488,227153.9566,182194.0514,229320.9553,538500.0045,273600.0787,456949.9747,357302.7269,227106.0587,40284.18286
PS(O-42:1),119466.3668,102068.9863,100916.0058,140993.591,132394.9495,160725.5707,385662.2501,210307.9137,296382.079,238660.5162,183986.2938,36125.76245
"Cer(d14:2(4E,6E)/24:0(2OH))",62643.42419,32874.82227,75800.52526,34668.96262,48662.02324,73124.78455,85767.94526,146401.7711,90975.36604,102395.4077,125421.2499,20942.22152
PI(44:2),21347.90149,35956.54253,32841.62211,43936.42289,17654.94137,24837.18163,45216.60342,75049.26543,89750.18626,83327.66672,24751.98177,8770.920696
[TG(50:3)]_FA16:1,361114.0435,244968.1799,188158.3558,269648.4785,369114.7661,387054.9708,663227.8848,568738.2299,597447.9575,582730.1006,434098.1743,101852.9686
[TG(52:6)]_FA20:0,199835.4722,172447.796,195861.0538,213116.2945,262457.3804,296305.0207,469537.5269,405928.0468,377182.7458,520018.4199,342189.8815,15673.04111
[TG(54:6)]_FA18:2,311362.7364,201382.9935,141867.1892,169525.2687,371301.283,328741.6163,646901.3469,459465.1925,541322.2183,413778.59,336691.1025,30740.88202
[TG(58:4)]_FA18:0,385994.19,264093.0832,171374.0945,288109.7732,335574.6431,427028.4127,619020.4064,597516.5802,563960.9766,573036.1075,511511.7106,16277.52118
FA(34:0),624029.0419,440104.8171,395020.4269,614758.1834,508429.1134,713739.3492,1148405.535,1233387.53,859928.2119,1177248.224,748467.0149,183767.9732
LPC(2:0),213627.4329,168931.5333,16866.78133,159914.3516,176380.2926,254832.6729,259886.5729,423657.3125,255218.0551,385256.7708,251529.2139,18753.40137
LPC(24:1),357137.5869,319725.345,59157.88428,325069.0806,308034.0635,396713.4906,620894.0846,658675.5804,556212.6616,605920.1868,442048.1848,55690.20398
LPE(20:1),70037.02419,130909.3317,102552.6665,137327.2886,60681.46445,85403.70644,258445.9164,169294.2117,129886.369,199318.4139,184576.6324,24139.76169
LPE(20:3),59774.66415,129521.0691,97290.00623,140095.2305,54759.48431,63532.22397,268628.0774,189445.0131,109324.0868,225871.5795,164149.0529,45673.66326
LPG(17:0) | PG(16:0) | PG(O-18:0)_2,1040162.19,1137614.698,796151.9893,947411.0049,964202.1396,1060655.36,1996870.509,2372498.215,2473266.439,2112616.975,1314081.769,295538.8423
LPG(17:0) | PG(16:0) | PG(O-18:0)_3,909178.2402,1001152.415,726768.75,837731.6299,851893.8823,948291.6509,1762511.131,2065780.365,2198206.642,1926209.909,1179594.737,266636.938
LPG(18:2) | PG(18:2),126289.2087,105444.8679,87029.50574,163454.5289,127603.5288,163647.5941,337406.4109,206083.9754,278493.1627,251732.4988,157634.6102,42633.0235
LPI(17:1) | PI(P-18:0),168227.6119,231694.2175,198586.2336,393127.3326,128007.3294,182272.0728,336285.7453,487991.6137,623838.0615,637400.3949,200336.813,27504.08173
LPI(22:6) | PI(22:6),51655.60309,154148.2711,127538.1293,164357.4724,31851.16238,53722.08385,105698.7271,280393.623,260384.4406,291120.9194,55740.58385,32718.98207
LPS(22:1) | PS(22:1),120915.3275,97942.14691,98774.9671,154018.4298,123635.1475,152119.6498,326558.2822,190713.3732,269929.6588,249145.4785,156716.3323,37010.66266
LPS(22:1) | PS(22:1)_2,119531.5704,102375.0278,94465.92862,149550.6695,131360.1102,160859.51,341493.7732,191637.2316,275141.8174,243741.0186,155191.4323,33973.48242
PC(30:2),1040627.654,756350.7263,239692.9723,634454.1724,1079586.515,1002910.727,1847991.183,1511108.349,1896992.587,1364407.559,817809.3169,45792.62268
PC(44:1),56052.00417,47844.56332,17282.26148,50276.36429,62976.70425,68745.7453,113179.707,82226.60641,101533.9466,80155.86581,83350.64539,12209.90086
PE(34:1),66845.92477,170357.3498,142250.1923,164057.971,54485.12343,66300.00517,311290.8815,194543.0352,105342.6282,211018.2583,313793.6601,22903.04149
PE(38:0)_2,79071.84468,175588.0716,197758.8137,223825.6719,82216.82603,97105.04691,466587.7744,320904.4823,173619.9542,313937.3657,262543.6375,27809.92204
PE(38:9),113127.7693,212351.955,181499.5133,230799.2124,66689.12454,162608.4497,427782.1505,276362.8361,183032.3746,287746.9437,357230.0245,32160.34232
PE(O-20:0),36279.50224,62799.64517,52100.80341,86422.70663,28501.00266,46620.96343,159300.3296,103499.6669,77019.16703,124830.7078,84018.02649,21527.70167
PE(O-34:1),40488.40289,111833.869,158279.3333,134868.9878,30798.64197,53870.86345,236383.3568,223973.5373,68901.22481,193449.5353,168671.6313,21920.24158
PG(24:1),313804.0007,248077.8353,255155.5428,464200.4572,340895.7838,434937.849,1037354.16,531808.0647,829353.321,664966.6689,463526.2416,67775.62488
PG(36:8),356926.2651,361910.3483,330846.2792,349087.0564,389726.2036,454718.4346,885439.7012,721452.7797,849112.655,640192.6924,502913.4337,55007.52411
PG(O-30:0),181737.3934,141536.9713,162320.7327,225154.1395,182053.1111,226196.5199,492009.2328,324254.4882,377758.5118,349307.5234,242928.3535,53294.78415
PG(O-34:3),152316.4502,117673.7672,136118.3101,168547.0118,173803.8145,217973.1962,390816.6255,324269.6407,280653.4587,335362.8457,203033.2963,34456.94208
PI(26:0),58673.38412,203411.3578,146100.0313,226142.939,47709.46368,64974.70462,108851.468,313159.1992,397115.5298,376840.3888,71529.44495,39667.12277
PI(28:1),90749.26642,248359.0366,284666.3188,431631.3109,81266.186,99396.04675,208302.5752,588818.8857,655088.9111,729352.9547,103645.1874,43964.88303
PI(40:10),50388.16341,73185.48541,65538.14461,89479.28604,30945.86221,40296.56291,68015.68523,140191.7294,159164.4302,154231.7913,53669.32402,12439.98082
PI(42:7),36991.00301,72026.76532,66212.96417,99496.34784,29973.78235,45112.82387,94205.9463,136106.7095,175039.0935,173353.1142,50759.44403,18616.02132
PI(O-32:1) | PI(P-32:0),87232.40659,178089.4744,217073.777,324988.9061,71152.14536,65516.44438,111426.428,485683.4353,405403.0686,653527.9439,80387.34573,26491.12183
PI(O-34:3) | PI(P-34:2),68606.56398,115064.7688,117337.1077,130883.5674,31464.82227,54547.66369,87693.60616,282706.36,220353.2945,289061.6989,65720.14444,13664.8211
PI(O-42:0),42144.88351,65893.78522,58176.06464,88784.40674,31848.98222,36882.16257,78407.64568,129028.5696,163982.332,162093.5128,45343.80301,14549.86095
PI(O-42:1),33659.78227,62241.74432,63415.4649,75872.66531,28328.60225,34800.92255,73797.4045,135262.5887,145346.5091,139246.9709,46962.00344,14856.64111
PI(P-34:4),26210.38191,77472.405,80982.70529,92705.2467,20044.00144,26599.04147,57397.84409,166358.1913,166453.0507,175865.4118,35144.12259,12216.90089
PI(P-38:6),145795.2287,300029.5212,295571.8579,358779.4895,125090.4489,124438.8074,221075.6329,588373.8579,622315.3123,689922.3315,158605.5508,75326.7652
PS(26:0),247929.6384,230737.097,174191.1324,374079.0244,269615.4781,402313.4844,849583.406,407046.0859,692573.1073,537056.6628,402718.9432,74948.48523
PS(26:1),400374.6477,332793.7625,309409.7424,577431.6567,430368.4148,547760.5874,1268286.979,658787.304,1068467.293,840960.3877,602049.5535,99753.52759
PS(28:1),523964.9146,440260.6714,426928.8301,658797.7324,534348.8218,602681.1646,1424195.222,787720.1401,1164066.951,1017802.808,712423.3706,248021.8984
PS(42:3),268776.22,248206.8562,230280.3733,289319.1836,266814.5571,288390.6199,682457.8154,484290.4004,543648.8774,496995.0725,352206.1094,159107.8503
PS(42:5),109027.8878,106095.9872,99037.98621,136275.4489,125879.289,179725.3511,389203.5089,200500.4531,285148.0793,243904.0354,179759.2341,36057.10254
PS(44:1),83190.92545,75078.78626,70215.54475,98915.68747,87813.90649,120332.6287,266961.3571,156976.5129,187815.3138,188872.992,121720.0892,28943.76178
PS(P-30:1),156407.0109,147615.8115,134135.3674,188012.8316,151330.1334,208356.5569,468523.8748,299000.5391,370179.5441,347697.7469,219395.8568,35157.08243
SM(d18:0/16:0),1016205.108,752357.7563,239807.602,601883.3409,1064510.463,953150.9797,1826911.882,1471740.151,1860737.333,1324451.953,805846.9976,39823.4426
SM(d18:1/16:0),1045822.306,772861.0062,247647.813,606642.0173,1059248.827,963767.3693,1824845.322,1479841.043,1884056.363,1362474.165,838641.6368,50451.8436
LPE(12:0) | PE(12:0),17480.58127,53939.46393,52716.16394,53072.483,24028.00177,30860.3625,90227.26624,94625.98761,41922.54259,93060.94684,64557.80417,23209.32172
PC(44:7),81466.72531,69698.98445,13943.76106,72373.8255,84473.16623,99330.44727,155535.4518,112231.3679,138313.7099,105883.0687,120557.2086,14008.48093
PC(O-44:5),123789.649,95627.78613,20166.42132,89355.20593,120270.5703,133374.8505,213131.1531,168223.1122,197657.0692,147178.5938,155138.3701,16569.3811
PE(36:6),29971.78207,87045.46576,151284.892,94874.06689,21631.82161,33626.30252,201383.5967,211213.0144,47951.1431,161065.1309,113519.5673,27642.58224
PS(O-36:2),193679.3549,158909.2697,180377.4135,254258.8971,214319.7762,282489.1421,608685.1042,371333.5038,513476.5975,394006.5901,306699.0797,44439.44305
PS(P-38:6),315442.4065,274176.8008,260254.5215,370815.2853,410176.9912,517125.3271,949160.7292,480588.2007,791509.7368,539303.0804,594118.8591,67316.5448
[TG(48:2)]_FA18:2,201807.1577,176161.4907,154678.8312,205388.5361,220151.9553,303410.2622,520460.9963,392577.8285,416756.4916,501446.7388,295420.3228,61948.9646
[TG(50:2)]_FA16:0,359042.6671,232853.6982,186963.4325,275551.3171,373441.6522,396237.1414,667761.8821,573238.9447,599922.526,571283.173,441287.6239,99566.4071
[TG(50:3)]_FA18:2,437014.5911,418094.551,337903.9634,411560.6255,470244.8706,592956.3208,945019.1062,861499.5298,735311.9253,1081155.5,614210.0247,169117.3528
[TG(52:2)]_FA18:2,348546.2847,361998.3457,300262.9224,347935.3662,401246.1523,553057.8599,780642.5952,694838.9517,595614.3799,1123287.841,515377.4575,174072.2913
[TG(56:7)]_FA18:1,233136.7994,145189.1718,114930.8076,192295.2916,221153.8351,267661.4792,491957.3337,305409.6595,419310.0122,354161.2838,341961.0666,27713.28201
[TG(56:8)]_FA18:2,225232.2763,151505.7708,113801.7277,187672.0521,210951.4374,270542.6827,495552.4379,306580.2629,419439.7919,342486.4018,328506.3235,28317.72208
Cer(t20:0/26:0(2OH)),875485.4289,563670.2485,1434251.897,678895.3206,828394.4858,1365325.884,1276013.054,2889587.845,1543073.356,1515577.671,1864518.599,70673.04507
LPC(22:1),460502.5508,375283.1646,125019.0483,457872.3892,406447.0088,592898.9219,875679.4785,885234.8716,615298.6631,808575.0283,545462.8989,180291.574
LPE(19:0),40939.18314,81256.76575,69105.10519,106633.3088,38307.82271,53406.50432,187330.2941,131224.651,87570.52498,159757.5108,107703.427,30354.78185
LPE(24:6),45552.02348,86434.46478,73967.90533,82245.40485,33199.30244,44900.32296,151946.0529,138493.3911,52454.30334,139524.7271,118037.8882,21413.6015
LPG(16:0),376658.9383,303780.1194,216756.6767,312694.186,314772.2858,316089.4235,850501.6116,577372.2035,731777.0148,586709.1097,416499.8501,42053.06311
LPG(17:0) | PG(16:0) | PG(O-18:0),1102685.816,1233848.692,864953.7373,994949.6357,1010810.966,1141020.311,2152126.927,2489768.481,2619455.956,2241862.496,1391748.818,320640.9844
LPG(17:2),164679.71,149981.0487,139247.5908,262168.1389,179056.0937,247568.6003,543897.646,301073.3428,459646.1697,357502.9659,267358.5803,55554.12445
LPI(13:0),1777.060116,2634.260178,2012.08012,2157.120144,1668.300114,2240.300186,3176.680187,3039.400227,4081.740318,8530.240482,2661.840225,1893.120132
LPI(16:0) | PI(16:0),179977.5711,304749.5962,276608.879,413486.4331,158285.8505,264314.1164,443416.8305,670262.6887,666497.6913,754104.1039,243083.299,44593.80322
LPI(17:1) | PI(P-18:0)_2,133534.5487,228476.6967,188107.373,390683.5316,133047.5689,178315.7727,303304.8003,479657.7241,600921.0758,606440.5638,173982.4358,31784.84236
LPI(17:1) | PI(P-18:0)_3,145032.4266,244845.4379,186817.7131,372413.6607,123848.3511,184479.8085,321598.2587,477661.8501,600933.0425,600506.9013,182427.1926,30632.46208
LPI(20:0) | PI(20:0)_2,83473.20651,278110.2072,207233.631,353642.5282,66622.96368,82814.78721,225902.4517,553291.0825,510341.712,595804.1245,66057.76428,20217.66133
LPI(22:2) | PI(22:2),33613.1423,105020.9086,153652.4287,134629.1674,31721.6225,38398.36301,65091.74388,286970.3578,222631.7557,275981.8013,37158.16273,19027.34148
LPS(17:0) | PS(O-18:0)_2,1338145.785,1496663.221,1037793.288,1259735.232,1257111.882,1433815.798,2572859.815,2819042.333,3018528.465,2579553.726,1697228.885,420407.9902
LPS(17:0) | PS(O-18:0)_3,1179355.451,1281802.312,890538.0215,1126584.136,1083067.627,1245531.152,2254405.667,2412003.146,2614124.794,2210222.968,1483039.438,349594.6035
LPS(18:0) | PS(18:0)_2,164198.1902,169691.4312,135240.5896,291442.2243,209770.274,303361.0209,657194.5511,256484.2361,513636.5386,374995.0281,317714.54,91770.22717
LPS(18:2) | PS(18:2)_2,195390.1912,159183.9137,132618.8484,248196.7346,187490.653,257578.7993,559735.058,315558.5379,459637.7457,419375.2123,255265.2735,44216.80298
LPS(20:4) | PS(20:4),97371.44672,84120.16516,75451.14508,105453.608,99091.90662,125368.4498,260539.9188,158459.4116,198630.5739,212694.0958,121562.3279,35198.2627
PC(40:0),923846.5498,769315.6777,234585.9756,708357.2271,817567.2549,836971.8936,1648424.265,1482779.839,1544402.38,1370016.588,1005638.223,577269.2539
PC(42:0),152054.4094,129731.7089,30979.52217,129472.3897,150725.7728,162834.352,275657.3826,225836.4942,266797.6024,206711.1947,183455.5945,62771.104
PC(42:1),568005.5815,518829.0562,173759.532,513144.5408,456585.7324,493228.2542,1020627.997,974505.145,940451.7002,898682.5874,647339.3882,463346.5916
PC(42:6),744850.6953,671404.3047,206367.0146,637772.2593,631943.6567,657814.1035,1327176.453,1261294.854,1290944.518,1173977.815,835836.2573,547427.3989
PC(42:7),778788.4092,666568.6631,215350.5732,649374.1636,675759.2273,701519.4741,1405877.113,1299851.392,1320239.118,1183009.315,877137.9985,539166.314
PE(18:0),57094.76401,115126.8679,84059.68622,148825.949,55571.60349,75567.1257,270606.2188,153648.9298,118148.5485,190113.3544,150610.0118,39639.66263
PE(30:0),45987.82358,135751.7108,154801.1707,149698.7515,35859.82291,63764.14481,278884.9817,248630.877,120613.1277,236323.1577,163926.6932,36323.60236
PE(34:6),36857.80255,93745.36615,161510.2741,104173.9672,22107.34174,41460.32293,199513.7313,239457.7939,54714.2037,191268.3134,122466.1083,25860.36188
PE(40:5),65033.74407,154391.2303,179617.0921,163022.9325,41854.12314,85451.96567,329558.6212,236134.6376,130429.5683,217132.4147,232658.1546,29124.16217
PE(42:4),40098.02284,77625.72626,86972.96588,83966.96576,29729.32192,42286.36256,206805.2949,143746.8502,58066.00418,135458.0699,104446.6075,26555.98206
PE(O-38:1),83705.68576,236959.121,213920.5994,272376.1819,63125.34506,114152.0267,525826.7944,322370.0627,134040.389,324766.9844,330708.4047,34595.82263
PE(O-38:6),48842.40416,144094.0111,153860.1315,138824.0695,38984.64244,39805.24284,296228.2781,242586.8746,89227.38589,219069.0941,178377.2932,22679.6216
PE(O-40:3),44065.32347,102481.9277,106580.9283,116718.7087,33402.88235,59044.9445,218966.4535,164249.5916,81491.86557,167651.8328,138647.3306,28229.88188
PE(P-34:4),28371.18225,68812.185,75084.10535,81610.3653,20180.42142,30123.24214,146048.3507,115379.9292,48248.00357,122404.0497,86748.04547,24321.92171
PG(26:0),204702.6749,213924.2977,141583.6686,294776.9204,224473.8972,353198.6033,696865.0299,332733.6853,547811.2261,413407.2693,308137.9801,55122.60382
PG(28:0),960970.5426,902215.7734,601011.6726,1189036.811,868856.0476,1006329.159,2349873.052,1667563.406,2246033.582,1838755.747,1232082.117,800418.766
PG(28:2),168639.7477,137655.3876,131235.8487,212308.496,171326.2317,228671.8974,492291.2585,295557.5798,370307.8029,333341.7257,213981.8942,44541.50342
PG(30:3),123131.6071,108921.9079,113703.3884,142520.3902,154917.2536,196313.2153,308764.6625,303270.1409,206913.2567,344902.2659,182190.5928,39235.90259
PG(34:3),177733.1718,142358.2493,139944.7321,221471.7735,204005.3522,252506.0378,483098.1664,333432.9841,377458.7665,363029.211,258482.3987,41636.88309
PG(40:2),217331.6733,184930.4126,181408.3932,196675.2339,239203.9572,260950.4385,573796.5571,379808.6079,454314.434,370938.029,302079.3624,43731.28326
PG(42:2),101828.6867,87514.18549,87831.28558,104235.3466,116271.3484,128805.9108,288371.5417,176295.4319,217656.1342,180451.5334,152320.9905,44076.98291
PG(42:8),114798.1474,105017.9075,127637.8295,129625.9096,146025.492,167474.1117,384373.5276,228877.3372,284361.6222,223774.0739,176252.7734,47794.64319
PG(O-36:4),134254.6703,123588.5074,126648.8495,204994.9101,150922.6533,213995.6743,491432.499,249027.9587,383289.7112,297107.9988,204992.1553,36721.50235
