Sample,WT_injured_1,WT_injured_2,WT_injured_3,WT_injured_4,WT_injured_5,WT_injured_6,WT_healthy_1,WT_healthy_2,WT_healthy_3,WT_healthy_4,WT_healthy_5,Blank-1x
PG(O-40:9),123497.7487,110852.4882,104245.8278,132792.5103,131456.79,165661.0308,335321.3619,201831.5561,245292.86,214977.1163,162965.03,34467.90253
PS(32:3),130912.7697,112856.9697,146456.2303,153339.6886,169315.1326,207490.6499,345266.2853,385461.6671,253429.48,484601.019,209808.4544,40933.703
PS(42:6),146476.7493,128413.7697,139058.4907,186772.5534,167218.9515,219248.4328,515534.3735,305424.7429,404819.4673,345927.0454,234852.298,45000.9032
PE(O-38:0),90035.78536,171931.5917,141421.1887,233500.2561,41603.98323,70738.52402,459181.5745,248863.3193,189548.4326,282468.0966,234076.376,36585.00185
PG(34:2),187031.4744,151262.6111,165868.2936,191649.5306,190247.3556,243243.3397,444530.2744,340336.2058,368868.043,313210.6607,236894.0717,35156.32214
PE(P-42:0),29941.58209,86953.58514,106181.8865,103234.5872,30267.46198,47180.08377,245079.578,174198.5128,89108.84549,158554.731,115845.0078,23440.26163
[TG(56:4)]_FA18:1,171456.6525,120155.7685,86887.10727,112877.2275,190390.4333,221767.5966,430792.5524,291047.9013,346923.1405,289116.3012,242528.6207,20371.88144
PE(32:0),67954.56429,302620.8773,300946.6469,317290.2202,52472.60305,72391.92563,591164.5225,557252.4999,145524.0504,522464.8613,347086.2023,68313.10512
PS(30:4),86290.22491,73784.20496,92272.02594,95885.44687,79562.48645,108775.5659,211140.5164,163996.451,172231.6132,164301.9498,109826.648,36503.80261
PS(O-36:3),207913.7548,178839.1714,184057.5899,298019.2818,242777.1749,312544.1627,737148.5601,403357.1808,612620.6195,497239.8167,337029.4606,38925.36255
PI(42:5),34497.22227,53975.82324,53016.08395,76965.66443,26192.20232,34169.06226,72555.74512,119782.6498,156678.2317,138558.9871,40736.0423,12735.60089
[TG(56:6)]_FA18:0,327662.3819,189511.2563,135150.7696,227650.0605,316621.683,363104.642,713471.5023,440780.0111,626074.8237,477038.0976,466604.9747,23560.52173
[TG(54:4)]_FA18:2,371966.0488,252281.9203,212483.0762,288415.3575,377553.7881,403356.8077,827321.8381,686933.7722,676317.2034,726507.0341,486886.5784,120682.8279
PE(P-20:0),53850.84451,92952.32806,89345.32648,136489.6489,50804.36429,65650.80452,244380.9962,176924.2717,133612.5294,210256.4747,141534.4703,27335.64209
[TG(50:4)]_FA16:1,182004.5117,132385.0905,128401.8497,160410.3521,194135.4134,205979.4738,459204.1924,375851.6642,369260.6849,366358.8872,240496.1185,35977.5025
[TG(54:5)]_FA18:1,513955.5878,317599.3269,185196.4132,230019.1143,622577.3688,497486.1322,901324.8843,702514.4841,822671.3442,574477.3282,505236.2223,28765.30182
[TG(56:5)]_FA18:2,170488.3553,115694.65,88093.24696,109043.5488,189275.552,212818.5954,411410.2728,294396.2592,349299.9478,280487.3021,230617.7338,20937.54156
[TG(58:8)]_FA20:4,134450.6494,101918.3871,88099.60574,123780.0276,151559.5321,186456.592,381703.3314,253884.6967,313822.3167,267623.393,189814.7159,17688.58124
LPC(22:0),372628.3291,339805.9644,116652.6277,364159.9619,334001.7021,417401.5532,653601.1846,646832.2271,533589.6216,593550.2429,418175.4155,193629.3936
LPI(20:4) | PI(20:4),52005.7239,87543.1257,93001.56616,108164.9677,39783.86284,56796.46448,88861.38564,187836.9738,169066.8935,195529.6974,54563.30354,18737.34128
PC(44:5),82798.34595,62992.80414,15800.52103,69996.54468,72810.84555,97500.54678,134004.5287,98544.44714,126520.0885,95221.34711,113181.1275,14282.72098
PE(38:7),60994.80406,185695.192,153098.1104,245240.1979,54943.54337,109287.208,489840.6942,278980.4014,154240.9714,313662.3429,266503.0776,32494.10233
PE(44:2),31180.84219,62763.92386,68435.40494,68427.26459,23556.16175,35531.72212,166758.9118,120873.3485,55623.20409,115674.248,90896.76605,20799.30149
PE(P-36:5),31833.56242,113043.1885,115922.6881,123291.6687,25652.08179,39072.20297,229729.1163,217902.674,53419.66339,217854.0328,139865.8286,23008.10141
PG(O-30:1),323268.0295,196306.475,307719.4611,389863.6014,295946.7392,331396.2624,681419.288,587921.4791,568005.6062,656498.007,345031.5639,25890.90164
PI(36:6),64172.10452,104560.2878,143235.8709,130765.2278,44643.54312,65955.68385,88951.64577,263883.6812,230721.2778,233163.1357,72307.90559,20264.42131
PS(42:10),116479.6077,108928.8473,101744.2468,131941.8685,134548.5679,167043.0511,360990.624,260004.0574,262429.2399,302417.0593,188075.2929,33783.1825
PS(O-38:2),324486.7013,279406.619,224879.0159,348910.2244,345221.5045,388945.29,810045.9818,418216.3999,683812.8712,501352.9695,456251.2731,51623.00354
LPE(18:0),77749.46503,170481.3335,115223.6683,171087.213,74438.6451,87863.40671,297119.6188,175145.3535,178358.9536,222034.9166,199772.0541,57649.50391
[TG(52:4)]_FA20:4,280197.6589,247669.5171,206791.8549,283569.5623,288864.7178,387100.3274,705557.7661,589457.2795,576872.2489,757097.2075,401124.1431,62919.88452
PE(O-42:4),38040.86252,81179.04614,91902.60663,94368.84692,25939.16167,46440.96326,219335.0554,156679.43,66986.98445,158730.9116,115426.5472,26252.08164
PG(O-40:4),102920.5673,94601.10669,131965.1298,122520.6071,124328.8281,149865.4709,330975.0657,213352.5959,238195.5552,198688.5739,148247.152,35054.36237
LPC(13:0),94818.50604,78540.36664,15787.18109,103597.1877,84019.74631,121215.6893,196087.0533,186577.8942,170060.5518,183503.1271,117920.9892,24540.24199
[TG(54:3)]_FA16:0,391695.2915,236380.4218,141170.0883,163652.1514,452736.3721,431792.2709,690007.0275,446153.993,679267.5393,379626.8009,465509.1851,18350.60156
CerP(d18:1/12:0),39244.02239,13081.98087,11449.30076,17283.24148,13416.10083,29662.36204,26779.80197,20406.62147,19951.20126,51436.8239,51188.56448,3562.300259
PE(O-28:0),52510.24377,90888.84589,116348.6486,132454.7697,45360.36312,57365.1048,253191.2208,224770.6176,103002.5875,204854.2946,143403.1113,19219.20128
PE(O-34:4),24430.50171,78835.76459,106748.5677,90169.8266,21328.30157,37090.5025,160990.2504,149801.5115,38673.38269,128324.6891,102472.3469,19748.64154
PG(40:6),358961.7446,267519.5192,233576.9153,290922.2816,586836.5181,526840.924,1431211.599,690674.2917,896097.2603,559769.3616,512552.6581,40265.44312
PG(O-40:5),146226.0885,144741.1904,140572.6895,211463.7543,169678.0924,230485.98,575379.5619,298821.6469,441057.6267,343975.1997,236012.2583,35816.88251
PS(P-36:5),197309.5734,175521.8333,157597.1304,207453.8949,217193.4769,250454.8361,396430.6265,348013.8685,357975.0681,398738.6727,300777.6426,43885.58337
PI(36:7),52328.68378,140741.4704,131157.41,167791.7723,55593.82326,99479.76587,85294.94647,256628.0002,284054.0803,305901.8007,88912.94592,29079.44165
PI(O-34:1) | PI(P-34:0),171456.4129,323115.443,368850.1267,386111.9099,63928.08466,88179.42551,145742.5117,751100.4004,613756.7731,722923.4645,92939.82608,32186.68198
PE(36:8),59134.22385,192110.4948,215961.9323,183961.1551,53376.28415,55769.42407,321520.0428,280980.7811,96328.62729,225758.8353,281051.1368,24435.8418
PS(44:6),85803.98544,76937.98499,87467.94659,110620.4667,103009.9276,122573.5884,308769.8818,183970.0118,219482.4566,216648.9995,137318.8694,30051.76221
PE(22:6),41309.26326,101010.6283,78351.38568,102948.0668,48241.90318,61085.68434,185369.3333,146236.05,94811.00739,145365.7082,106951.7467,28280.58208
LPG(20:3) | PG(20:3),101841.2471,87870.60629,75433.0658,127258.8685,96552.06598,122202.1483,391082.0985,156395.2334,228306.9178,229120.8538,119571.0273,42300.48352
PS(P-20:0),147723.3093,127734.6895,128680.0099,184082.8101,147311.291,196976.7335,379714.7032,242361.9951,320232.3787,294420.0594,190972.274,49323.04358
LPG(18:1) | PG(18:1),112272.4283,97207.98788,87001.2265,152793.6689,125382.7891,161674.9523,309186.3813,178334.8116,253414.0382,213169.0198,160248.7505,40653.2627
LPC(4:0),174970.0752,170485.9116,32714.58255,191628.5371,161781.4314,205893.5313,268305.0559,296798.5837,275788.0559,343931.5662,186546.4133,94658.54596
LPC(12:0),75402.60492,63856.22339,14908.18102,83034.08456,70376.56482,88066.66681,162649.7705,140538.3498,132207.011,143506.8698,98689.84778,30967.96178
PG(30:1),198811.9907,139330.5909,177373.2321,238309.2737,187973.7362,231833.8949,478211.0222,357674.726,364999.3799,389405.1531,224489.035,32538.48233
PI(44:6),25334.80149,43403.9429,42881.12299,53582.02374,20334.54153,28386.12195,52774.7042,94849.76624,111973.9465,110330.0673,31195.62177,9200.840603
[TG(54:4)]_FA18:0,517068.2803,293379.2972,191982.8961,234935.4815,610090.428,507451.5205,934949.2396,696758.6909,846332.8594,561073.8945,501683.2995,26973.1216
LPG(16:1) | PG(16:1),162480.9922,145412.029,171414.9928,238022.5568,179667.9514,279030.1589,487358.8674,329720.1045,411879.446,352255.5468,227949.4978,49891.12341
LPG(18:3) | PG(18:3),146245.1091,118013.108,94504.68689,185387.9347,141234.4896,178630.1701,440712.4247,237095.8199,358090.4727,325747.0221,184146.4553,79696.88586
LPI(20:3) | PI(20:3),52138.90347,101481.6271,100037.6068,121985.0068,44620.42303,63410.96383,103791.869,211295.3138,200256.8969,235735.4563,38485.14288,26428.14189
LPI(22:1) | PI(22:1),59710.08426,187612.9169,184886.9922,243899.4343,46501.60368,72841.74574,92196.44754,381028.7688,342196.2982,422219.8365,66644.46529,30714.20215
PE(18:2),64867.8644,109396.0086,90318.64728,145299.1132,59466.70339,69893.48434,254582.3378,195736.4109,136195.5312,233351.035,158699.1102,26326.96196
PE(30:4),28329.32198,73369.68561,70921.38489,72075.94568,17496.58125,45382.82398,130676.3089,114819.4276,42219.12327,121876.8889,80525.06549,21546.34146
PE(32:5),35424.36241,77673.36523,91291.70593,85753.02618,25380.26187,38558.30267,151995.6902,136240.4119,58632.60416,126973.3085,96312.08667,27067.94205
PG(40:9),142610.2686,129167.2306,140395.2713,160329.2116,162039.034,193329.615,414467.4698,237291.6985,321412.4016,238805.8353,215575.4574,37113.20276
PI(30:2),47288.48334,131417.9119,194998.8913,156343.8519,34750.9424,42494.04317,89676.76645,344010.5294,254444.1173,277075.2201,60748.84427,26717.40183
PS(42:0),98820.28693,92760.28717,91004.12701,125600.6483,114478.0879,154044.4717,361146.8849,202261.6343,255528.999,235544.0549,160396.6907,34953.94226
PS(44:0),102331.0885,87762.22598,89907.20544,118877.4881,133261.1694,161585.8724,281717.4384,249093.3613,193186.4547,320149.4658,177967.0937,27669.40207
PS(44:7),108486.608,95590.88718,92620.08575,134587.6884,148188.4876,187876.3733,324288.1558,253056.3997,233458.3972,343587.4219,194619.392,31940.16223
PI(44:1),23485.64168,35099.56287,33108.88226,44598.12301,16305.94108,19949.42135,44503.36339,73982.68554,91545.32728,88646.28577,24449.86177,9767.280708
PI(O-36:4) | PI(P-36:3),55262.64414,97987.64682,100664.8462,139099.0683,32661.18204,37713.22277,82919.88582,225895.9755,289060.2188,235819.4766,47334.84387,20704.50161
[TG(52:2)]_FA16:0,351240.4465,221799.1561,163488.0917,212883.0775,397564.5868,369857.4236,848817.522,543695.7321,705010.5856,497707.8107,425382.0554,38906.44287
[TG(58:5)]_FA18:1,326703.7284,233034.3962,170607.2932,267782.699,271205.6785,368402.7823,507076.7972,485087.2137,455107.7681,500399.2191,459586.5735,18452.34113
[TG(58:6)]_FA18:2,320805.2596,231874.5192,171864.1533,262848.7602,281216.2466,358084.8669,500832.6359,489887.3486,452791.7872,500734.6826,454038.3322,18326.72127
LPI(18:2) | PI(18:2)_2,124536.3896,215290.2375,207114.2152,244789.3732,125369.7857,177351.8499,327924.9086,371497.1631,781177.2977,419040.1631,143213.1911,31460.98193
LPI(20:4) | PI(20:4)_2,49319.98383,87823.60687,88241.14587,102486.1866,39545.44257,55146.28433,80964.92668,197405.456,179336.8524,193955.8151,36916.88231,18842.98106
LPS(15:1),495304.1372,414153.0161,316086.5262,551011.5687,492269.6665,693141.3912,1052724.681,809855.2953,1007142.526,943881.7327,646873.2111,274597.2393
LPS(19:1),148302.2907,130291.1091,128737.0106,192977.0352,158319.8297,197765.3892,396154.0481,252249.3354,327592.041,309075.8014,192292.9784,57070.56396
PE(O-36:1),56490.50341,185043.652,190237.7142,173685.5109,48967.86346,75537.22479,311633.8401,259082.5978,72055.54555,220019.1144,282886.0411,25630.18196
PG(O-28:0),171692.0687,149389.4709,154856.7311,276678.8016,193493.453,276939.7608,654828.3784,329067.0618,523165.3598,384516.0289,285092.5222,32800.38239
PS(42:8),116987.7483,109714.2477,116833.7887,144271.1905,139920.7092,175571.3901,414198.0089,234177.2177,315683.7828,271528.1181,203075.8134,37561.44263
PE(21:0),33017.80251,63203.24506,53743.90411,73654.02527,25964.482,45121.84282,119795.4088,97373.34723,53550.06369,111170.4866,78758.2262,23415.54179
PI(O-40:4) | PI(P-40:3),43847.78276,88331.50653,103698.0682,110586.7275,43424.52246,57746.30449,94329.46603,234562.6788,222571.3757,226173.0956,63304.42552,16215.52135
PC(44:8),96632.5072,74679.50581,14456.94109,71881.06561,88369.32487,106409.6079,151673.1094,119869.649,142652.9098,108457.3685,127816.4883,16114.16112
PE(34:4),29168.98203,98736.28735,108878.7074,125989.0878,18057.92122,60222.16492,242305.7974,192185.0139,52139.32375,195750.2557,137287.5707,18012.84109
[TG(54:4)]_FA16:1,387187.7896,232975.7988,138677.3329,156216.4913,427156.6288,415030.3663,681750.3055,437085.4123,661162.7664,371600.7096,456413.2138,17132.34122
LPI(22:1) | PI(22:1)_2,60067.20364,180317.5914,179256.1738,234667.7382,41844.46274,55628.10423,82431.9662,360638.4266,330876.3616,416258.4019,58884.18448,32898.2621
PC(44:6),85804.92484,68199.82518,15351.40106,71522.92456,80923.0466,100442.788,148192.5509,108428.2079,141469.1496,97808.28746,115011.7088,14734.10098
PC(O-44:3),99796.32753,82970.08675,14757.32099,76889.40657,103426.3869,117106.4683,175480.3533,124058.6692,166015.1531,117956.8682,133307.5904,17586.10107
PE(36:0),47344.04366,190605.5341,185224.0135,214561.1779,46571.18301,60155.36445,412050.548,305574.3613,88180.52681,279115.3987,290232.3384,31823.54209
PE(P-36:6),57698.54379,191922.0746,195312.3143,224338.7744,45889.18309,77973.3257,425176.9506,318568.7043,116826.6883,287964.2424,306703.6668,31606.52223
PI(40:7),68144.74443,116792.3071,106624.0062,156457.151,48787.4841,58945.84375,138677.8903,223188.7772,313171.5379,267806.1558,88025.08534,19037.72123
LPI(17:2),109514.9684,187179.2131,196571.6729,285015.1386,103618.6868,142789.0932,313115.9603,423250.7311,535978.4351,484995.274,143704.6112,39236.78246
PG(44:3),79320.465,69262.28448,67223.42461,95293.90695,96785.34689,125122.4694,279469.1987,168070.631,190171.5744,188103.7732,120015.9082,26832.24185
PC(44:12),129582.8497,96640.24487,19626.18121,96026.68658,123898.7077,135797.0903,212837.8758,165794.5317,192605.574,153940.4922,153600.511,13011.80096
PE(O-40:4),41723.70294,95456.26648,141491.3696,104035.4288,32441.5023,58059.52397,217395.1351,197220.1344,79377.60544,153455.4689,130705.0101,25189.44189
PG(38:6),206886.475,177596.7953,161465.689,250553.5179,254611.1751,293226.0603,649362.7429,313537.3049,473565.6162,345821.3636,295660.9225,45368.74341
PG(P-38:6),310740.5276,257903.8561,241683.0939,341581.4211,403740.0325,470612.5933,919240.2457,449049.8724,726070.7238,457906.416,525626.3424,77976.96582
PS(O-28:0),210594.4351,186239.8757,273082.8804,335271.7847,242569.558,341185.3441,825309.2806,511897.4686,652869.4928,505400.0791,363932.9005,39644.64288
Cer(d18:0/18:0),19015.06118,12565.54062,11026.9609,21659.80164,14977.78128,28569.80211,37167.20356,50502.8439,25703.3621,24347.7618,38937.523,3607.24025
LPE(20:0),90316.3876,172407.17,118454.6094,154861.2319,80341.80499,94010.6258,369451.3714,254478.9217,165268.5313,265747.9614,224204.0533,20561.24158
LPG(16:1) | PG(16:1)_2,160075.049,140415.8876,173009.1526,236790.9982,164565.2147,284226.9589,482448.2014,326758.4052,411967.1541,363898.1596,220008.3369,45584.00293
LPG(18:3) | PG(18:3)_2,147439.5892,121238.2476,94002.02686,186946.8111,142618.4287,181130.829,449302.937,234671.5174,359609.962,318614.2626,184343.2508,82459.76569
Lyso_C17sphingosine-1-phosphocholine,98035.42596,83321.32465,17124.74138,103255.8278,90636.3869,122992.7482,205701.494,183423.4553,173846.5338,189423.4114,117969.8482,27942.22211
PI(40:5),61518.04434,116555.1689,105235.3465,140269.95,59185.82467,80207.16415,126831.2878,242346.0982,301697.2416,257852.6168,97324.80492,37833.0429
PI(42:0),34315.58221,54748.88367,53757.00342,70243.72525,24659.70181,32835.52204,68772.84531,112572.1074,134872.4899,137384.3093,45503.56331,11593.84082
PI(42:8),39081.16322,67289.50427,74333.565,83641.68552,27048.72141,35465.92276,89628.32686,150969.9508,168098.374,155974.4711,48566.2231,11058.12083
PI(O-36:3) | PI(P-36:2),71397.02448,123685.8695,135221.8471,170059.4518,56490.56429,88153.74615,100637.648,293449.6985,359112.7233,324280.9428,103158.6671,11293.18072
PS(36:4),167448.511,142864.6284,132486.4104,185735.4919,209150.5554,234648.1965,476326.0985,256405.8795,382825.7633,316230.5425,227709.2992,48313.88342
PS(36:8),324492.5829,307818.5048,267466.3182,337734.3834,370725.428,441498.5154,785317.0557,582460.842,734558.4033,563830.7353,482023.4307,53058.48352
Cer(d18:1/18:0),38343.54301,10976.68069,11731.50087,18651.56122,14859.34105,30006.70207,27532.82192,26516.12227,19645.62154,48877.88251,51203.00369,3574.84026
LPE(21:0),41744.62279,78785.4848,80739.74554,91566.78699,30884.74194,42063.38353,152372.4913,123766.0681,66875.04555,141152.3701,102911.2469,24367.90144
PC(44:4),74138.28532,63586.1644,13221.78089,63467.56497,71386.50508,90717.32671,130962.97,96013.44736,119220.9101,91054.44653,108729.3859,14301.82103
PG(42:7),114115.3884,106843.5665,110890.1689,150127.8896,132379.0098,172352.0538,423670.0525,238887.5153,304611.0996,260831.8781,175726.4126,38993.86304
PG(O-36:1),342428.1602,316664.5038,282511.5211,325081.0616,363455.0468,421726.3918,784444.0656,611337.0225,765281.5833,548974.4971,466516.1183,48918.28363
PI(44:7),31291.70222,56769.1633,47213.52309,66926.94537,24402.36177,31047.50273,68764.68505,107467.6089,127922.8481,139793.3698,33788.76241,12598.94096
PS(36:3),244943.7967,216804.9341,200520.0944,298273.3213,298357.585,333817.6237,696553.502,347185.5481,606601.3384,419364.2063,383498.1055,47204.22345
PS(44:8),87251.48666,78067.82623,77791.98535,98247.28766,91549.76581,123960.4687,283357.66,178739.8327,199958.8323,200142.3737,126722.569,28669.32193
LPS(16:0) | PS(16:0),328269.3973,267484.1163,208552.1747,316654.4624,290427.6201,345100.1711,834871.0541,544081.6796,714568.2092,603335.6429,404055.2866,57923.06415
PE(46:1),26897.722,54886.66385,68141.88499,78120.16522,21618.80162,35699.56252,176333.8324,112106.1681,53208.38358,107108.6874,81433.20566,19156.96117
LPI(18:2) | PI(18:2),121940.1488,213340.3542,202687.8937,249316.3374,121988.1681,188921.2551,343082.7013,374353.0307,766647.9606,411843.8101,129944.5901,30482.58229
LPI(20:3) | PI(20:3)_2,52519.96387,104774.2071,99470.54852,126329.269,46060.78332,57914.68487,109685.2074,211408.2516,201316.7932,239392.9561,44783.50348,23304.48147
PE(36:3),35465.10229,145587.3693,151031.2899,195938.5762,36633.66277,82271.90559,384275.8077,250669.5162,85793.20656,264904.7774,203799.9745,24313.64165
PG(42:5),91857.78809,90011.94604,87711.12546,126231.9087,107871.8272,166548.912,362305.0492,196291.7546,256689.5601,211640.8339,153151.4901,31095.62204
PG(44:7),104115.4263,83163.80634,88006.90515,119410.6671,130132.289,163188.7081,298374.5967,241764.6401,202826.3353,284627.2359,168883.6515,26629.86206
PG(P-28:0),358602.6431,249414.1337,263255.8755,532882.1501,376411.3873,443884.8553,1104916.261,600596.3617,911352.3719,801692.6856,493616.6177,26255.30191
PI(44:0),21935.20152,41456.96288,41587.28278,52739.78354,19636.38147,25378.802,53222.64391,93344.14673,92525.54636,108711.9675,28025.56178,8728.460625
PS(30:1),224519.4388,171802.2328,192867.1127,262875.5787,217766.7357,252520.6774,525819.8928,389872.0669,422462.7672,467616.0722,268859.1982,52245.60394
PS(O-38:3),441387.3883,384587.1525,315984.0377,419861.6127,423945.1094,459849.7587,943342.6947,682504.4908,857584.4357,754785.7859,557436.5409,43333.92285
PE(O-36:0),40526.68289,113172.7889,113165.048,131032.1702,30553.60208,51966.78334,277469.439,176646.2128,67702.50497,202061.3537,159511.511,18446.30121
PG(44:1),72005.70509,64146.88411,62990.44444,79417.14561,77324.88574,103793.2076,243169.7397,150705.6701,156427.2518,164156.6727,101188.1282,27535.32178
LPC(24:0),356969.4666,320178.1467,59465.6647,309838.6621,299124.1804,395587.4042,643087.7004,658754.3296,568780.9392,608551.4459,434844.8933,56094.80396
LPE(24:0),36895.32249,73564.74561,70790.68549,88414.90576,33875.14236,44561.94339,161478.4124,120304.789,55611.86404,133732.3676,90838.38629,27012.82214
PC(44:2),69960.92484,58266.72449,14259.64095,55968.36459,69564.22498,85343.88647,119991.489,85924.82529,113484.3674,87110.64691,106816.5664,14095.36093
PE(O-38:3),45776.04356,139009.7092,136967.8884,151942.4918,43480.0836,47971.92281,305801.0657,190764.5145,77701.62525,194223.3751,246894.6969,23176.92172
PG(O-42:0),115051.7675,99477.26801,103495.5676,136257.0688,124795.6492,158948.0724,396660.4652,219070.8136,274825.3831,247366.0564,170037.7745,37360.92282
PG(O-34:2),127178.9484,107796.3087,112637.8069,145979.2695,128012.5888,173813.6902,339869.7618,233494.775,268770.9992,228269.2361,172973.6939,30594.58221
PS(42:7),139043.808,124767.3093,111799.067,172598.0925,148320.5925,205474.3165,467540.4088,256507.0992,335867.701,307988.2631,212537.8153,45354.52301
[TG(48:2)]_FA16:0,127367.6693,97558.28705,119758.8083,120979.088,139263.2085,147940.3301,324110.1672,302830.4601,260824.5416,271462.62,173044.9923,38084.26279
PI(O-30:1),109931.2086,229317.7956,376384.5832,482108.6296,73924.12543,85241.10693,149122.2303,787507.792,617366.0304,933535.6815,96158.86761,22481.24149
PE(40:4),47467.78382,120725.2498,158428.4092,118511.5483,50691.3038,77484.12541,256441.8994,212657.9757,101685.2665,174863.1124,186750.4553,27512.06204
[TG(56:3)]_FA18:0,284210.7363,177048.1929,111654.1469,143052.2915,318307.0617,321282.7994,596625.26,430565.824,543085.8956,380283.3028,353078.2954,16605.58113
LPE(12:0) | PE(12:0)_2,25354.34187,54415.94373,55384.52417,55538.74426,26923.12186,32847.96225,94008.94543,101740.8067,44179.22325,101252.5283,64554.94464,23468.36169
PE(32:2),30130.16212,103819.3278,178193.892,112669.3491,28103.92232,35542.2825,256617.6995,283270.7991,60786.42508,205851.9951,136748.6678,23373.44162
PE(38:8),122597.848,242540.5358,225171.3339,277736.7557,65131.20404,154124.8517,525208.403,339502.084,213212.9756,328966.3217,333613.6222,38673.56226
PE(40:2),97060.92798,178400.1146,186806.2756,164115.9319,63641.10481,82661.82622,391480.3654,249230.3358,113079.9279,271840.9584,239707.0369,34155.56221
PI(O-28:0),58095.24426,161632.8721,281296.9408,224641.4161,49191.74388,60375.78364,129207.5505,472676.8319,400161.4678,387270.6627,64314.76372,20648.86148
PS(38:9),340459.9325,295874.9196,244617.1984,368249.7014,359688.5131,388426.2263,832892.4321,488926.2324,732936.4344,577818.7559,474364.5397,54494.30399
LPS(16:0) | PS(16:0)_2,322814.2397,264103.9976,200881.5109,302135.5882,304614.5793,350211.2422,821915.6632,529165.8574,704878.7521,583456.2943,406375.7861,50718.86389
PE(38:0),51133.7832,175401.5311,205038.4734,238521.8153,50006.94382,117211.3092,483032.6512,321356.6838,140229.1895,310170.7989,269838.7844,35317.44241
PE(40:7),90541.08511,173202.6124,184368.9145,216185.4775,87525.94743,69353.58461,479394.5344,315707.443,146443.4507,327416.4822,243239.0765,32835.74266
PE(O-38:2),63148.26392,220878.8333,172413.694,232133.7377,69155.78448,89839.74648,432140.1296,273954.4797,137108.0495,284910.3204,363065.4647,36029.88257
PG(O-42:4),119900.4901,107131.5685,100423.3474,138670.6098,128120.049,156345.0698,334198.6849,207228.8551,260535.8796,208572.3758,166717.03,28733.34225
PI(O-40:1) | PI(P-40:0),55066.44318,97006.88599,86234.66644,127533.3494,45853.88367,56043.6236,127471.7894,173372.5535,271072.7354,207152.3359,73622.08437,16029.32113
PG(44:0),93209.68619,79083.42596,79279.28467,105842.9871,119710.5877,143398.8289,265018.1572,229150.7764,177014.9925,263712.4008,141313.249,24965.0618
PS(28:2),191788.7952,160623.1713,162265.7698,235964.2355,186756.0733,251765.4949,584645.306,365898.4796,446337.1714,419351.7872,270241.7394,33871.4223
PS(40:1),182360.7921,162836.0907,129178.4089,206391.8743,229954.4154,282780.7385,606995.8324,268720.8197,483490.4529,324689.2064,351462.5654,49230.40338
PE(40:3),46138.26302,95058.26642,177984.8932,111285.3287,35748.32231,55480.38348,246471.6392,295072.9789,82255.58594,218014.5754,144112.2699,25772.20184
PS(40:9),167708.1107,144988.41,150864.9108,180091.6717,191697.8726,217725.9927,456538.7328,262672.1189,378247.7291,282458.9621,266551.598,42132.18323
PS(P-16:0),501426.4408,420737.7301,324779.1862,533394.0874,487994.0544,708605.8381,1080340.243,829337.1956,1009878.792,961379.9716,686530.4122,239480.5323
LPI(15:1) | PI(P-16:0),344843.7469,425368.1472,354492.3092,503665.4131,279391.4226,380276.8123,482946.1009,968298.1636,822693.4778,994080.946,372340.1761,53372.0031
PE(40:1),64579.7838,121609.1687,123762.6284,132246.27,49462.44305,67688.44392,320458.1826,191447.3147,121854.6699,206786.4762,175773.3722,38869.1627
PG(36:0),301479.2026,254880.4022,244955.0963,329375.3635,394369.5085,463201.7982,916851.7079,453518.1145,719465.873,462576.6761,520687.519,72060.52527
PI(30:1),96394.86636,216367.0933,274219.9236,355827.8837,62488.54388,72829.42505,131670.2498,517805.2133,472633.8855,619000.1595,88218.36511,31252.34264
PC(40:1),1079272.504,884686.0073,248743.8376,809152.9712,916820.8955,975968.228,1902613.81,1831923.594,1760703.683,1641755.632,1161485.408,556992.8262
PG(38:5),138271.0496,123175.0088,123440.8287,162443.4706,160896.0127,201852.9335,449507.0713,233837.8374,305866.084,246012.6968,202160.1552,42511.68298
LPI(15:1) | PI(P-16:0)_2,312156.2836,447862.7537,364637.2688,497717.7238,271665.8794,412658.6625,488653.3501,986724.093,813415.0729,1006262.458,379809.0617,46352.3232
PC(30:1),1041561.307,769831.8862,230519.6633,611737.8635,1064844.614,984042.8975,1796422.821,1478124.049,1860401.323,1344290.398,805689.6535,46948.34384
PC(44:3),71962.36559,60810.50348,14756.5011,60242.84351,75249.66507,91967.12723,127335.0487,92783.78714,124512.9689,88811.06679,114906.2094,13966.82095
PE(26:1),108374.3878,205392.1919,203948.874,270866.3398,100059.289,125273.7888,471205.6202,395139.5654,212966.3961,451672.4729,286101.7817,59052.20453
PG(40:3),120085.6473,108653.5889,185122.2338,135429.0084,151580.2891,169196.5511,383736.1667,333915.1208,258844.956,251856.5779,186282.2543,38133.56256
PI(36:3),85596.1654,133129.5899,139898.9293,167819.8729,64952.06496,85265.48631,133801.9309,279357.6193,327548.9808,272626.4205,98165.22523,23126.5415
SM(d18:0/26:0),1025345.892,867041.4448,249962.0776,803920.1719,902735.022,937584.4229,1824992.245,1773148.032,1741501.33,1603938.117,1131200.478,597851.7856
PE(38:6),68939.28563,175956.5333,158596.3911,192731.6343,63711.20396,109177.9471,398072.9681,260397.4152,97941.54666,242531.1151,242824.3572,27466.72192
