Sample,cKO_injured_1,cKO_injured_2,cKO_injured_3,cKO_injured_4,cKO_injured_5,cKO_healthy_1,cKO_healthy_2,cKO_healthy_3,cKO_healthy_4,cKO_healthy_5,cKO_healthy_6,Blank-1x
[TG(54:8)]_FA16:0,412980.8359,231659.7543,246594.6165,196423.1532,745350.8788,593517.6614,497074.0762,367632.2449,501957.1212,365470.1652,445069.1289,22684.72162
CE(15:0),479322.4362,798082.3577,750341.553,781783.0134,490554.6734,1055011.573,1068373.348,984740.0437,1039988.715,459047.3138,1155100.24,89103.66654
LPS(22:6) | PS(22:6),175368.6295,138206.8092,122934.2678,143843.3502,165514.5334,221691.6757,202565.9741,166383.4911,208293.7143,156127.1715,248914.0182,52954.30402
PG(O-40:4),202113.0754,139108.0499,130792.2486,120735.0478,233779.8154,255613.8195,234537.3556,170029.9127,235354.7987,172621.1726,228621.098,35054.36237
[TG(58:9)]_FA18:1,222981.7165,152509.5716,156164.6717,131869.8689,367763.7864,314030.1418,291595.3404,225912.4769,317209.2626,180770.9136,281698.6021,24678.68167
LPS(22:6) | PS(22:6)_2,173112.1506,134915.0287,125389.1472,144012.3108,166375.1312,220784.4738,206260.5361,169263.3543,198843.2361,154327.1099,253910.614,55254.9035
PE(O-42:6),221633.6565,175640.4314,148908.2907,146320.5682,123055.6689,132656.6678,259130.6569,261072.9023,289924.7212,103868.1474,310544.8263,43226.52293
[TG(58:8)]_FA18:0,339787.1479,184058.6143,228507.7372,156659.9094,569712.3234,462670.8504,399128.3516,309272.5239,413979.6885,290573.1785,383666.4659,19029.50145
LPI(17:2),196158.9533,338770.2077,306422.2433,122395.5291,212628.3136,540167.7228,530907.3317,394384.9088,252681.9331,192077.9532,495710.954,39236.78246
[TG(60:6)]_FA20:0,429670.968,239451.0323,226135.9153,213988.0602,466298.4488,558185.705,578685.658,429507.1523,537621.3007,372190.1901,479091.3324,35015.7627
PI(38:3),103931.1684,177545.4525,192987.6931,90807.16705,143792.4299,339686.9026,224802.5169,203886.6773,77161.06557,82977.02632,282217.2829,11812.40083
PS(44:2),146995.2499,96110.06648,89676.90678,83037.7053,149343.7102,195266.5152,195897.373,150851.733,202406.5736,138496.3091,193306.635,31615.40205
PS(O-38:6),359895.1823,236140.9772,210775.7943,225167.0568,359104.3685,417451.0936,404467.3086,320634.3245,414116.5115,274440.0809,376452.949,64627.10522
PI(40:4),150347.392,346377.5262,261572.9994,115836.7491,145528.4511,481591.215,447224.6872,418272.254,170307.4916,195972.6748,375208.9609,17344.78127
PS(O-38:3),613459.4459,504235.3096,439739.9479,452517.2816,663562.593,786326.5769,773028.6512,771722.6278,760548.7628,562044.5781,617291.7023,43333.92285
PE(P-32:1),205014.9747,135311.6697,121330.6885,130165.3108,47532.80284,115638.5868,284080.723,243525.5966,288460.4023,59102.54382,330053.7643,19926.02139
CE(22:4) | 20:3 Stigmasteryl ester,1101089.132,1702134.418,1504908.647,1431642.907,1071455.979,2279673.076,2200636.898,2088645.179,2153481.652,1019667.186,2029166.786,118993.8288
PI(O-38:2) | PI(P-38:1),64704.84373,141933.3691,130893.829,59365.00375,97164.06657,269670.8192,217877.6379,175567.3539,82228.66589,71732.80472,202660.9921,18742.00133
SM(d18:1/26:1)17Z)),1492482.074,1109346.66,1094271.297,1097616.517,1309464.657,1088027.901,1754790.622,2076623.938,1823067.87,1262300.263,1802754.645,569208.4341
Cer(d18:2/20:1),11505.72074,5084.560345,5478.260403,5737.960419,6535.820446,9576.280746,11553.7407,9364.300659,9770.480629,13974.92096,7778.020607,3516.360249
PG(40:4),304900.9996,196603.7327,205644.3956,179212.8724,397959.7515,468234.0548,319606.7037,236656.3777,378816.427,276510.9172,335473.244,33429.98248
PS(40:0) | PS(P-42:6),2586859.558,2430613.176,1581126.842,1119536.151,2253758.465,3864411.223,3347413.941,3614280.521,3292836.093,1910104.718,3132466.008,303136.4998
[TG(60:7)]_FA20:0,431830.5363,242108.9747,215290.0794,215423.1962,492477.4963,576374.2414,590152.6388,420916.7904,549119.5474,361913.765,486896.0156,17879.38138
PE(16:0),152286.4712,110731.2281,96086.70648,109283.2481,64036.9848,130324.5079,253968.2105,214125.7972,217968.8945,74449.90529,188396.1514,28360.62215
LPS(20:5) | PS(20:5)_2,126081.9492,100745.3268,93039.52625,93719.80579,116170.6896,141985.0924,160394.8124,136284.8903,157477.7321,114289.4084,146033.531,72639.24524
PS(O-42:1),229117.5581,158454.1524,142669.7093,134614.6876,270560.7595,288430.9589,269488.001,216345.8551,269021.8235,178010.1522,261701.08,36125.76245
PS(42:8),248514.2219,165724.4308,152282.9115,144812.1706,288963.4232,308308.4252,283806.8745,232158.778,291671.2802,188558.4924,281270.6597,37561.44263
PE(18:3),193447.475,120677.9683,107354.4688,113686.2276,96671.52736,151032.751,266874.5178,230138.799,256673.6164,92991.78645,255277.9346,26678.56201
[TG(58:7)]_FA18:1,339031.0457,173938.0505,181823.8523,176811.0906,427940.1458,492287.0519,432312.831,334996.5225,452574.5974,276087.8591,438193.4755,29581.84241
PE(42:9),276922.2778,219496.6166,199338.5947,210170.0355,134393.1909,178756.0717,348735.7041,393661.6943,370279.8687,134732.5916,331469.2648,24432.66175
PS(O-34:2)_2,233546.7797,156964.3333,145153.8687,154999.3116,232261.9543,313511.4802,337656.4097,257069.282,339831.5242,218672.8352,299604.0217,41146.94312
LPE(24:6),124133.0488,81942.44522,71883.88513,82100.98474,40071.60277,76221.94392,148201.9907,148908.3111,139416.0698,37586.34274,130125.2089,21413.6015
PS(30:2),253502.577,183630.3115,165194.4091,165036.2908,257534.1572,318693.1444,301767.4047,249517.3607,301964.3845,194687.3956,284429.8622,72291.32513
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",155693.6897,35189.50267,32900.0019,31015.22241,125872.8087,102087.3866,117395.9493,109887.5282,94231.30699,128088.6091,82422.18603,14161.92102
PS(36:7),422301.8087,274377.7004,253299.8828,255497.2598,426155.0255,499926.3333,465161.4144,352017.0258,482745.4987,332017.4584,471150.5386,51928.94385
CE(15:1),477932.2758,804409.1021,743346.9749,784644.4033,505754.9773,1054155.513,1034874.573,1001628.104,1042590.439,523393.0939,1164540.24,82103.88539
PG(O-34:2),213495.0132,143407.3109,139031.1498,138056.2891,190791.712,281398.6802,299587.3011,226815.7116,309329.3186,196209.4753,269971.0178,30594.58221
PS(32:0),301644.3423,222659.6755,192689.0736,220873.7559,297943.2842,391373.3466,336202.7246,304217.8657,365003.2894,240491.9962,366844.4063,79251.32581
PS(40:0) | PS(P-42:6)_2,2279530.09,2118121.469,1424510.295,1003648.97,2013998.961,3408488.002,2937862.241,3133661.588,2887028.167,1766048.694,2726321.144,222238.4541
PE(44:8),152915.4514,112757.5684,97369.28644,104508.1879,82489.10716,91889.00601,189491.4535,193885.6548,198469.8745,64561.56509,187886.2714,22518.0416
PI(40:6),110582.0879,217596.9731,205240.2933,97660.18539,172517.4919,426015.4135,323380.3668,288211.7771,109988.4873,124071.1677,357789.9072,47996.50351
PS(P-42:2),221720.3765,143621.5506,132078.6104,121849.5884,231597.6395,327517.4415,259250.7969,199771.6136,343138.4813,170802.5923,323516.6791,33132.16245
LPS(20:3) | PS(20:3)_2,272109.8418,194782.0774,163694.4724,143295.1288,280243.2402,325825.363,304460.3054,258609.1578,308797.6467,183891.4119,309167.4844,43776.10382
[TG(56:6)]_FA16:0,473202.3304,242388.5571,280070.9849,248716.196,649804.1642,652490.9007,473357.8721,385838.8305,536685.8588,367340.6863,551546.1218,40743.02299
1-O-cerotoyl-Cer(d18:1/16:0),13388.36091,4653.600319,5178.58036,4500.920334,7924.70055,7282.6605,7886.500576,8310.960537,6413.28043,13825.74111,7550.24052,3809.96027
LPG(22:6) | PG(22:6),140694.1309,107722.809,99123.72711,124165.8661,130373.2113,189794.7134,155247.1304,132297.5095,168863.9709,133006.5092,209575.8356,44352.28287
LPS(20:3) | PS(20:3),266901.2777,201419.4974,163763.1722,143819.0691,283089.942,328750.8652,318388.9237,258719.0782,306493.4197,186409.2147,304481.9788,43271.76318
PG(O-32:0),256359.6566,178514.9728,160884.3517,166437.8906,252621.8767,332568.0642,264355.6978,223640.2339,307857.3212,200592.2932,311955.6401,46693.18359
[TG(60:10)]_FA20:0,187754.9733,109680.8875,111223.1465,106768.7072,379342.8256,252483.8387,278222.2374,212543.1147,252169.221,161476.2923,228542.1775,16620.70114
PE(32:2),161861.331,117948.7273,104963.7274,118211.4683,47769.90349,83981.04611,208448.0519,179421.8724,226214.4562,49759.40407,210703.5529,23373.44162
PE(42:6),189835.0948,134921.1505,117194.2493,121290.9283,110712.0473,123895.1898,216575.5534,192587.7345,246336.3769,84074.14641,271019.9413,31262.90249
PG(42:11),214112.7322,161420.7726,153300.47,136592.8906,248493.5776,291998.0817,260678.4617,210222.296,259740.9354,188747.0524,258143.5181,31885.68201
LPE(22:5),101649.8666,73255.20441,67280.8443,77559.4668,36401.80282,85213.98689,118505.7288,122245.7878,129013.6882,41526.86322,116073.1491,23393.64163
[TG(58:8)]_FA18:2,333792.9999,179747.9555,181385.992,177609.9756,419320.5666,489019.8787,421528.9828,329960.2595,444367.9563,273954.1606,442091.2921,28701.80197
Cer(d14:1(4E)/24:0(2OH)),263385.7186,65804.44498,61788.04448,59808.12479,205209.4133,188102.5741,192871.633,184935.4332,163942.8509,233381.4175,128165.6493,23699.42155
PG(30:3),240461.6396,158764.4312,149202.4517,125236.2294,223979.2764,364004.712,256982.2412,182649.5118,332504.0229,204270.935,362140.8668,39235.90259
[TG(56:4)]_FA18:1,278630.9945,136443.7481,147871.0494,136199.4091,296691.8421,380280.5066,315306.7823,267268.6574,344551.664,203955.8975,342447.6262,20371.88144
PS(30:3),302678.983,182253.8961,149556.7695,141959.3892,269785.0599,427401.0636,288919.8997,213577.8167,369109.7612,225547.5958,441554.1022,42302.06268
PI(P-30:1),50393.02362,241577.2759,176180.5718,47058.78403,59319.80341,252074.5397,229351.3331,228287.9151,48312.38362,48312.9435,230802.2947,83252.66746
PS(42:7),281709.0778,195885.9747,171283.8317,151710.3702,321535.785,357153.1468,320596.9255,242477.8608,334953.0477,210973.9722,330797.6274,45354.52301
LPE(20:3),182882.4135,139645.9695,133685.3293,134762.8516,71659.66571,108945.7477,226568.1145,218434.3734,243982.6619,91320.68719,247203.3191,45673.66326
LPG(20:4) | PG(20:4),131287.2508,90608.96588,75784.60577,82181.80493,100339.3676,167137.0107,172186.4514,133283.6096,180907.9914,103050.0652,165030.3729,35032.64267
LPS(17:0) | PS(O-18:0)_3,1589602.117,1228267.906,1156724.414,2545147.378,1826976.845,2765311.132,3083462.595,2345458.05,2318069.386,1893359.556,1687543.674,349594.6035
PE(O-34:3),162124.0115,109263.2476,98965.18756,113468.9088,51999.4035,93622.72708,215850.4147,191110.0726,254297.9983,54966.64386,280981.9602,21429.72144
PI(O-38:3) | PI(P-38:2),65617.28502,125118.3086,118461.0494,44111.00294,86619.00555,226452.4368,189869.0352,155910.4102,62310.76464,64893.92479,186606.1549,16263.58116
Cer(d18:1/22:0),19979.44126,5008.320328,7089.500427,5598.400421,10508.92072,14630.52097,10083.74059,10422.94068,9762.16074,17163.66121,7567.260563,4342.320339
LPC(11:0),78483.80652,56748.40363,53654.0246,53813.34326,59395.4635,37047.30252,102308.2678,99273.32648,91567.66559,72692.48529,85418.5863,28150.68204
LPI(14:0) | PI(14:0),2640.840221,3010.080193,3194.480244,2845.820198,2640.620174,4123.920288,4607.640293,6639.520412,3053.480202,2365.200188,7902.100609,1583.740112
PE(O-28:0),187913.0718,125346.9692,113122.9263,112383.9069,61297.42526,93628.64546,232417.3754,200014.3354,242684.1735,50908.4632,215310.4751,19219.20128
PG(28:0),1360686.748,1223421.76,1174562.759,948290.6887,1574748.933,2015161.649,1946289.769,2277809.323,2093830.608,1436634.336,2189193.633,800418.766
PG(42:5),205533.2742,142951.548,146435.6914,109527.3881,255250.1382,273678.3569,252400.1147,175902.6537,256907.4779,184098.172,227161.816,31095.62204
[TG(58:9)]_FA18:2,291440.6985,156370.2325,150240.6315,156460.0311,352344.0263,416136.131,358621.2025,285722.9011,400240.0482,223358.2139,370604.2645,25816.56183
PE(34:6),148380.2907,110872.8278,101369.3083,101248.0667,51585.78303,75268.90494,180657.4316,157865.7904,197455.9321,53363.32405,226984.2369,25860.36188
LPE(12:0) | PE(12:0)_2,73611.10583,55295.74347,54384.5036,55987.56342,35692.3423,55822.52504,85509.94595,94751.46765,96150.22632,40178.26241,96721.08649,23468.36169
"Cer(d14:2(4E,6E)/18:0(2OH))",149575.9297,32009.76185,30715.32167,28994.58192,126570.3498,103769.6471,105628.868,103820.3875,90520.64672,125593.4889,71746.28495,14287.90107
LPG(22:6) | PG(22:6)_2,138002.8485,108913.5466,106083.0678,122996.7683,130628.1895,182105.2142,156337.9912,137594.7314,177634.5107,136271.09,215974.5344,43641.62335
[TG(58:6)]_FA18:0,524694.674,254449.6206,286473.1257,253135.541,676786.605,764829.1183,627370.6232,499272.7783,652544.0327,448871.7275,646264.6049,22833.54161
PG(34:2),290148.2363,191560.8941,179357.0542,190854.2939,261376.4797,385365.1079,408570.8431,322600.2277,403960.9502,259991.3763,326226.3881,35156.32214
PG(30:2),214858.7188,161859.6921,144250.5302,126145.5079,234948.2948,281365.6801,256289.9954,199552.6359,264213.3593,180929.9933,244829.7158,42473.48303
Cer(d18:1/20:0),10111.30063,4596.360302,5149.980381,5750.520386,6267.620461,8328.820595,7863.040512,7647.360535,5793.180401,11943.3807,6974.860462,3565.120239
PS(O-40:6),1925361.172,1505920.378,920236.9987,773418.7974,1636597.392,2222893.75,2078711.416,1863272.635,1752807.95,1336201.438,1509025.855,47047.90344
CE(14:0),183002.4536,268446.0395,246201.1988,230769.0149,207351.1742,408192.8279,378208.7873,331379.9052,374032.8856,157515.3312,348061.6058,33731.72247
LPI(15:0) | PI(O-16:0)_2,7063161.494,12946690.95,11006904.69,5486340.35,8784680.223,12840344.75,15226076.87,14074342.67,7493719.186,9331222.613,17611044.48,110618.2875
[TG(58:10)]_FA18:2,229779.5764,141938.4102,150951.9312,129045.4877,364592.3624,315792.425,297285.1621,230033.8728,308283.4169,185104.2726,282738.9214,24363.74185
Cer(d18:1/24:0),11324.0008,5093.260319,6584.800495,4695.940342,7528.700493,11890.82074,7465.300533,7683.700581,6862.70052,11698.96094,8308.400654,3578.920261
PS(36:6),252341.876,174077.5145,154751.7894,158965.1882,245481.7943,306562.4827,288063.9178,224619.3573,299702.9785,202475.6121,283095.5237,41479.28302
PS(O-32:0),279637.2616,194934.2759,176087.4707,185685.6913,275693.1752,343792.7031,310638.2251,254653.4174,335729.6862,217724.3391,360277.9249,56403.68384
PE(28:2),248685.2595,181791.4955,167953.6726,171539.9531,73340.62494,140974.9901,327798.4424,296243.2817,334874.7269,77484.12592,301220.7026,61407.18417
PE(P-20:0),199520.5704,130731.1505,101918.7487,108225.5081,81125.28555,128446.9686,220031.6133,178529.4537,228672.2775,81437.76674,214317.1129,27335.64209
[TG(52:4)]_FA16:1,382023.2856,215384.1965,209985.396,182647.2714,518044.9229,825238.5139,414421.6895,342358.6031,459929.8918,299402.0627,420035.9561,26062.54178
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",188818.4318,43126.84291,39484.76238,36811.78252,147192.4905,113235.1268,132639.5699,130183.3099,115408.928,151745.5694,101636.0055,16032.78114
PG(24:0),196800.7509,149811.0709,135940.6899,164008.8328,194300.8934,253979.4985,260900.7784,212995.2183,252916.2928,179476.4719,231838.8572,63182.94421
PG(42:3),322976.3855,257316.8979,242278.1169,240229.9167,374976.2881,462242.4492,405364.2468,355549.3252,435568.3506,297472.981,406882.8247,184585.7139
[TG(52:3)]_FA16:0,401980.131,218932.496,221045.3958,192474.9735,526497.5603,835594.4927,448218.7306,344456.2659,474126.95,320642.2834,429160.5922,27283.54187
[TG(58:5)]_FA18:1,537522.9779,282894.4971,218557.037,244845.2364,453102.7671,525458.4537,588603.6257,515174.6129,506914.9777,510560.655,446191.8527,18452.34113
Cer(t18:0/24:0(2OH)),14313.64098,5680.500359,5974.080452,6489.040432,8834.020638,9710.380646,8070.860546,7586.880501,8891.520622,18844.60123,7246.360439,3548.180241
LPC(24:1),513426.1731,315176.1449,295879.236,339356.0021,400684.0851,279481.4984,757279.9803,628453.0583,674937.0703,528905.2319,581519.0627,55690.20398
LPI(18:0) | PI(18:0)_2,340090.3605,571503.8419,556441.4536,222235.8117,438946.5706,1011666.399,966098.0674,737728.1068,402993.3785,283658.1986,837166.8868,56223.98486
PE(44:6),128911.3691,93597.94647,87470.10663,85924.68622,63911.98434,84894.7065,150052.0904,142433.5101,175399.8145,57029.72398,182535.2927,20436.84137
PG(36:5),169160.9105,125203.3884,112507.3884,107661.7683,179802.354,216200.2744,211398.4934,163149.6105,212062.0362,143463.1303,188499.9344,36031.72266
PS(34:3),385801.4541,242967.2968,210579.5574,212058.2766,337550.5445,501131.1661,469469.2759,354691.4469,488825.6577,320612.9649,452356.9714,46848.56329
PS(34:4),339997.3052,219313.6149,178087.092,174186.6703,280214.3805,359015.9634,423709.9685,274922.1377,341228.9637,235285.6591,301011.3815,59999.78461
PS(42:2),189548.7133,131995.848,121875.6683,113815.9279,209361.1342,248672.7992,215950.494,175334.7722,235828.8158,149703.8708,223665.0946,48439.66339
PE(P-30:1),205292.6339,134422.1509,114127.0077,127572.4503,42392.52272,109168.9663,279248.3976,254086.0534,282445.825,51607.06348,277841.9402,20209.70135
LPE(17:1),282983.0193,182854.0713,162120.1533,156789.0287,129057.5282,170271.6517,311850.7215,305621.4205,327212.7654,130287.508,296270.8429,32878.66232
LPG(22:1) | PG(22:1),185389.0092,115010.8888,98980.50742,98191.04843,156937.3699,196334.1132,190605.4339,150533.4521,201645.8976,129006.9293,197360.7734,36001.7822
PC(42:1),639717.8218,536076.4231,498272.8535,485465.8479,572926.3179,696016.4336,852087.8188,1088331.375,930056.6128,661778.6499,937393.0537,463346.5916
PG(42:2),177098.4529,119975.7879,121678.5291,105596.0283,201530.9343,243914.5377,195747.1962,160878.711,220227.3955,157857.9506,198030.694,44076.98291
PI(32:2),125726.7887,315759.2021,296958.5815,178748.432,152878.8699,581227.7202,467773.1792,436718.0146,127526.5486,145446.0898,446892.6694,84482.74609
PS(O-42:6),555419.8649,448736.9504,344534.5813,290149.3387,582413.556,727774.871,642001.9451,564375.3417,649623.3643,418292.1549,617296.7745,60834.76459
PE(P-28:0),354598.9493,243915.1972,176499.1538,194913.0335,89376.74756,196328.1922,374497.983,341135.6861,440406.8881,67158.14592,437750.4139,18193.58131
LPC(24:0),512827.2985,323439.0635,300324.3961,338881.4279,389920.209,272493.9401,766649.9731,640016.8855,667401.9875,516605.1172,588898.9802,56094.80396
PE(40:0) | PE(P-42:6),586791.0842,471796.074,427323.6238,392165.4214,280068.8623,412874.9487,792892.9388,947027.7578,878590.2566,276937.3019,939293.4985,201054.8172
[TG(58:6)]_FA18:2,535604.9543,281393.8413,229390.6978,237000.3359,456297.9682,509507.6241,583454.3418,508659.3369,526773.4913,512208.8965,444500.1351,18326.72127
[TG(58:0)]_FA20:4,209969.0739,121585.8884,127408.5523,120800.4679,414475.0262,272333.7623,311205.9426,236509.1735,289792.3206,184156.5131,279174.18,15251.42104
Cer(t18:0/26:0(2OH)),36233.46289,291107.3197,9427.680702,7966.480534,41202.80269,10586.80074,12692.78099,30666.90221,225540.0969,276953.3326,15254.46109,3491.180248
[TG(60:2)]_FA20:0,267573.8775,181158.0565,153805.8488,148509.7126,386441.5145,390366.0214,387146.0455,345946.4845,369908.3679,220592.4734,364000.1463,16894.02115
LPG(20:4) | PG(20:4)_2,131820.9285,87486.78613,75003.54489,79157.14569,101157.8474,157545.8512,162699.3508,133666.5097,173535.7725,99647.0282,165203.8716,34791.30231
PE(42:3),172005.2709,117457.387,128032.7308,126068.1459,104596.9875,138695.8114,225170.7155,230417.559,274612.4786,71531.04502,342601.4429,75133.82596
PS(42:10),233379.1354,151588.8089,133188.268,130204.7684,257839.5385,346352.5272,267893.2773,208186.3561,340717.1227,181820.5347,337464.0654,33783.1825
SM(d18:0/26:0),1178039.265,902701.7119,845369.249,867048.6323,1006227.654,1038609.671,1579198.779,1878012.679,1664911.967,1160606.003,1684648.079,597851.7856
15:1 Campesteryl ester_simulated | CE(16:1),663684.3701,986132.2075,924308.8635,1000389.566,638353.2435,1542870.722,1550921.147,1482237.663,1527319.038,736405.7333,1717050.123,105928.0675
O-palmitoleoylcarnitine | trans-Hexadec-2-enoyl carnitine,1174993.005,861478.8008,883514.2495,829838.4974,1038104.133,1531898.838,1070480.325,1132329.754,1408913.813,1121014.54,2798802.861,147515.6512
15:1 Campesteryl ester_simulated | CE(16:1)_2,679982.6642,994813.2339,939169.947,1000696.127,649903.7399,1534466.704,1552640.992,1503473.926,1559132.806,746775.7131,1744490.03,90937.70619
Hexacosanoyl carnitine,1051320.675,803631.8961,758098.4178,974635.7312,833816.894,1308802.854,1107639.334,988400.9651,1334501.927,943244.8465,2905660.086,214098.3752
LPS(17:0) | PS(O-18:0)_2,1822171.231,1398069.859,1324306.083,2888941.488,2089021.222,3215900.131,3598629.124,2717370.813,2657308.021,2205962.826,1981653.518,420407.9902
PG(O-42:0),225604.0369,153992.7512,137118.3087,128941.8676,261518.1399,302421.6436,258281.02,195293.3937,273864.4004,185383.4327,263028.7006,37360.92282
LPG(20:2) | PG(20:2)_2,244901.2186,135938.2903,125192.9895,106488.6474,180817.1522,260615.1169,220986.0189,223575.8176,227003.7745,148737.2927,206929.6974,36097.96265
PI(30:0),158484.3311,424503.5923,372647.7876,247991.6368,170993.5527,778027.9316,540646.8774,566589.3545,216492.4349,156155.7532,592585.6836,112497.4683
FA(22:4),966979.8742,443584.5348,583456.9771,494239.794,673889.4884,776976.7008,797548.9166,745696.8535,1010745.852,819411.9592,942278.9656,124764.6277
PG(32:4),121712.7677,88052.44662,81967.28571,86578.24759,128313.7891,152161.1091,154375.6501,119964.0692,149305.4102,106741.9861,157209.0922,29641.86206
PG(40:2),348338.3671,254786.5796,227153.776,206782.5126,420516.5693,503973.9939,404903.4496,380112.545,410684.8264,301678.0435,373148.5442,43731.28326
PS(34:5),268935.1194,203167.1166,177835.7729,174644.6724,248584.415,310780.6637,382035.4443,284713.5809,294594.9585,219390.8207,289824.9458,87353.44641
[TG(52:2)]_FA16:0,555463.6967,289112.6036,320666.4426,283050.7587,684686.605,1143700.653,558329.2579,492092.9962,679833.8906,412643.5647,600508.8404,38906.44287
[TG(58:4)]_FA20:4,702365.7891,416750.1883,340266.5672,321051.4039,727012.0353,876108.3856,850602.2117,709003.3344,806688.7368,565249.949,708892.4463,19298.06136
"Cer(d16:2(4E,6E)/24:0(2OH))",329887.2632,84716.78586,87478.50652,87938.40564,258482.4992,207029.2166,257928.0015,235994.0997,212523.2149,308959.6214,164541.8527,50378.1036
LPG(17:0) | PG(16:0) | PG(O-18:0)_3,1198787.041,923935.0024,852456.7705,2394444.787,1356540.524,2318042.341,2616282.537,2041305.652,1868281.644,1569291.327,1372855.446,266636.938
LPG(20:2) | PG(20:2),238507.6215,136724.7896,125544.3092,108044.4882,186788.213,264244.0199,224459.512,225609.7368,234268.2379,146148.7697,203133.558,41891.34286
PI(O-40:7),70054.76512,156654.5529,149106.7695,63283.60464,136620.8697,299725.5041,224094.8143,188579.4567,93666.96671,79269.92589,253318.6768,20132.30148
PS(30:4),141480.8089,100790.9071,90829.22684,90252.96692,148929.4715,176117.4313,169356.4308,131976.55,171763.3129,121384.6283,172330.0922,36503.80261
PS(P-36:5),344135.5281,218048.7543,197623.3924,193831.9371,299599.4023,418542.45,355033.2683,280646.2018,366487.347,255456.8586,388802.6227,43885.58337
[TG(58:9)]_FA20:0,384293.8666,222130.7365,188307.0512,196766.0173,418323.1481,509801.02,484494.8953,371663.3317,463939.7114,313805.6196,406286.6249,20387.14143
cis-5-Tetradecenoylcarnitine,624912.4839,559353.1619,495652.6727,554830.0988,585828.823,728709.491,631117.9785,666233.5477,789784.1302,570627.0231,1431753.714,143186.9895
PG(P-36:5),314973.6808,205910.0323,189770.9543,187563.7939,272015.9167,405668.3466,332430.3655,268126.5002,333935.2624,254774.378,334730.5798,38261.06287
LPI(14:0) | PI(14:0)_2,2292.880154,4133.940277,3565.760303,2762.980225,2925.360184,3846.280239,4121.54026,7258.080624,2921.880196,2661.48019,6523.840492,1504.400112
[TG(58:4)]_FA18:0,622570.4851,342301.8025,281001.7827,278873.8561,568466.222,621496.4423,706915.9745,618958.1711,604892.1586,603670.1401,527500.1751,16277.52118
LPG(20:0),136803.611,107066.188,103879.2267,101692.5068,157327.052,190705.4311,174394.752,141776.5502,194410.1932,129611.9287,181572.5107,46651.60358
LPI(15:0) | PI(O-16:0),7111382.676,12845850.95,11106453.45,5086304.696,8598583.492,12979409.24,15557133.96,13779285.08,7514470.898,9147089.207,18092338.3,117070.5481
PI(36:4),167821.6125,323986.3432,342205.5649,170269.3143,233672.5977,730543.2959,344275.5458,333782.9517,138581.2494,164493.9701,502757.8204,17909.02109
PS(O-42:2),189876.2325,126065.6483,125070.8291,115837.0076,203528.2168,239597.697,227115.4561,175605.2115,238190.9757,155644.7114,218947.7954,36634.5426
[TG(54:6)]_FA18:2,453658.5086,242941.0564,261765.8159,245364.2377,514932.1819,1003629.884,422731.9457,376194.6385,502161.1954,317971.1431,531602.495,30740.88202
LPG(22:1) | PG(22:1)_2,174430.1536,117965.4677,105429.9864,97120.82556,149401.3304,201072.4986,185355.9529,154118.7088,195687.7108,137458.8093,189936.4365,35904.16284
PC(40:1),1192405.731,919106.6938,887002.3604,913081.0938,1043107.656,1045091.847,1629324.452,1927407.828,1738471.416,1180415.88,1722003.002,556992.8262
[TG(52:1)]_FA16:0,525305.1847,268116.5803,299292.0022,252514.4788,750510.0898,1006978.54,572061.7939,518388.1546,658002.3022,404834.2524,597885.5231,27345.26199
[TG(56:3)]_FA18:2,278545.6636,170772.75,168832.9923,142747.1699,459059.9528,420173.9321,352207.922,282008.6812,364223.5667,218795.7338,329758.7822,24857.04184
3-hydroxyarachidonoylcarnitine,1351947.41,1082441.469,950045.8879,1190126.285,1080558.216,1615659.749,1260706.297,1263232.976,1577737.286,1192835.434,2776808.004,247831.9576
CE(14:1),176190.2923,280941.0599,254350.1584,233648.6574,195130.0516,425408.9488,390806.0272,346504.404,385376.1859,154538.8314,357291.2671,33754.40241
PE(O-32:1),317783.8865,206082.5996,159980.1909,184586.5322,63912.28448,101502.8481,329681.981,316455.5375,428716.028,57481.88412,430128.058,32520.68221
PG(44:1),139821.2086,86368.02596,85454.74674,77611.88614,144514.709,192336.2551,171642.1145,129094.8694,179338.5926,128015.0286,171341.4337,27535.32178
PI(O-20:5),173906.9754,337434.9277,349837.3486,182660.6921,205270.7712,541889.5784,528944.7735,487633.0571,212745.8774,194975.6093,523320.0156,303411.3954
PS(44:0),227279.3167,126626.5891,122376.689,109487.6876,220239.4943,349054.9064,206157.874,149834.8917,276993.0806,164706.1888,326965.9617,27669.40207
LPE(16:1),229123.8525,148118.4923,127897.9066,133622.0299,94753.74597,161219.8919,303477.4204,247712.1558,290769.34,129393.5686,263579.999,23964.00181
[TG(56:5)]_FA18:2,274167.4412,137659.609,144237.871,140806.3917,307345.0858,372283.0494,298936.7216,262073.7405,338646.9848,200776.8575,342732.9631,20937.54156
[TG(52:3)]_FA16:1,553069.4582,284021.1411,321054.3806,285319.5201,665336.2063,1154055.45,544167.0166,494607.1968,656461.512,390950.9513,591251.5808,40034.24268
ecdysone palmitate | CE(22:3) | 20:2 Stigmasteryl ester | 20:3 Sitosteryl ester,610486.6832,889484.3207,819766.9587,767980.2451,662708.7684,1447604.667,1448589.354,1265653.721,1425300.813,578703.5835,1308341.532,52866.64377
